word,word_mark,pos_tag,annotation
China,China,PROPN,B-geo
Pet,Pet,PROPN,O
roleum,##roleum,PROPN,O
and,and,CCONJ,O
Natural,Natural,PROPN,O
Gas,Gas,PROPN,O
Cor,Cor,PROPN,O
por,##por,PROPN,O
ation,##ation,PROPN,O
in,in,ADP,O
oil,oil,NOUN,O
and,and,CCONJ,O
gas,gas,NOUN,O
pro,pro,NOUN,O
spect,##spect,NOUN,O
ing,##ing,NOUN,O
to,to,PART,O
develop,develop,VERB,O
the,the,DET,O
upper,upper,ADJ,O
re,re,NOUN,O
aches,##aches,NOUN,O
of,of,ADP,O
the,the,DET,B-geo
Yang,Yang,PROPN,I-geo
t,##t,PROPN,I-geo
ze,##ze,PROPN,I-geo
River,River,PROPN,I-geo
will,will,AUX,O
reach,reach,VERB,O
10,10,NUM,O
billion,billion,NUM,O
y,y,NOUN,O
uan,##uan,NOUN,O
in,in,ADP,O
the,the,DET,O
area,area,NOUN,O
of,of,ADP,O
Ch,Ch,PROPN,B-geo
ong,##ong,PROPN,I-geo
q,##q,PROPN,I-geo
ing,##ing,PROPN,I-geo
.,.,PUNCT,O
###,###,SPACE,O
In,In,ADP,O
ag,ag,NOUN,O
ric,##ric,NOUN,O
ulture,##ulture,NOUN,O
",",",",PUNCT,O
the,the,DET,O
integ,integ,VERB,O
rated,##rated,VERB,O
ag,ag,ADJ,O
ric,##ric,ADJ,O
ultural,##ultural,ADJ,O
development,development,NOUN,O
project,project,NOUN,O
invest,invest,VERB,O
ed,##ed,VERB,O
in,in,ADP,O
by,by,ADP,O
Australia,Australia,PROPN,B-geo
's,'s,PART,O
Southern,Southern,PROPN,B-geo
Australia,Australia,PROPN,I-geo
--,--,PUNCT,O
Sh,Sh,PROPN,O
and,##and,PROPN,O
ong,##ong,PROPN,O
Stock,Stock,PROPN,O
-,-,PUNCT,O
holding,holding,VERB,O
Company,Company,PROPN,O
",",",",PUNCT,O
L,L,PROPN,O
td,##td,PROPN,O
.,##.,PROPN,O
in,in,ADP,O
the,the,DET,O
Yellow,Yellow,PROPN,B-geo
River,River,PROPN,I-geo
d,d,NOUN,O
elta,##elta,NOUN,O
region,region,NOUN,O
has,has,VERB,O
a,a,DET,O
total,total,ADJ,O
invest,invest,NOUN,O
ment,##ment,NOUN,O
of,of,ADP,O
n,n,ADV,O
early,##early,ADV,O
30,30,NUM,O
million,million,NUM,O
US,US,PROPN,O
d,d,NOUN,O
oll,##oll,NOUN,O
ars,##ars,NOUN,O
and,and,CCONJ,O
over,over,ADP,O
10,10,NUM,O
million,million,NUM,O
US,US,PROPN,O
d,d,NOUN,O
oll,##oll,NOUN,O
ars,##ars,NOUN,O
of,of,ADP,O
cont,cont,VERB,O
racted,##racted,VERB,O
foreign,foreign,ADJ,O
capital,capital,NOUN,O
.,.,PUNCT,O
###,###,SPACE,O
The,The,DET,B-geo
Q,Q,PROPN,I-geo
in,##in,PROPN,I-geo
hai,##hai,PROPN,I-geo
Oil,Oil,PROPN,I-geo
Field,Field,PROPN,I-geo
is,is,AUX,O
l,l,VERB,O
ocated,##ocated,VERB,O
in,in,ADP,O
the,the,DET,B-geo
Ch,Ch,PROPN,I-geo
aid,##aid,PROPN,I-geo
am,##am,PROPN,I-geo
u,##u,PROPN,I-geo
Bas,Bas,PROPN,I-geo
in,##in,PROPN,I-geo
in,in,ADP,O
the,the,DET,O
north,north,NOUN,O
of,of,ADP,O
the,the,DET,B-geo
Q,Q,PROPN,I-geo
ing,##ing,PROPN,I-geo
z,##z,PROPN,I-geo
ang,##ang,PROPN,I-geo
Pl,Pl,PROPN,I-geo
ate,##ate,PROPN,I-geo
au,##au,PROPN,I-geo
",",",",PUNCT,O
with,with,ADP,O
a,a,DET,O
total,total,ADJ,O
area,area,NOUN,O
of,of,ADP,O
24,24,NUM,O
square,square,ADJ,O
kil,kil,NOUN,O
ometers,##ometers,NOUN,O
.,.,PUNCT,O
###,###,SPACE,O
Through,Through,ADP,O
me,me,NOUN,O
asure,##asure,NOUN,O
ments,##ments,NOUN,O
and,and,CCONJ,O
cal,cal,NOUN,O
cul,##cul,NOUN,O
ations,##ations,NOUN,O
of,of,ADP,O
new,new,ADJ,O
expl,expl,NOUN,O
oration,##oration,NOUN,O
data,data,NOUN,O
",",",",PUNCT,O
n,n,ADV,O
early,##early,ADV,O
4,4,NUM,O
.,##.,NUM,O
2,##2,NUM,O
billion,billion,NUM,O
tons,tons,NOUN,O
of,of,ADP,O
oil,oil,NOUN,O
resources,resources,NOUN,O
in,in,ADP,O
the,the,DET,B-geo
Ch,Ch,PROPN,I-geo
aid,##aid,PROPN,I-geo
am,##am,PROPN,I-geo
u,##u,PROPN,I-geo
Bas,Bas,PROPN,I-geo
in,##in,PROPN,I-geo
have,have,AUX,O
been,been,AUX,O
confirmed,confirmed,VERB,O
.,.,PUNCT,O
###,###,SPACE,O
The,The,DET,O
China,China,PROPN,B-geo
Pet,Pet,PROPN,O
roleum,##roleum,PROPN,O
and,and,CCONJ,O
Natural,Natural,PROPN,O
Gas,Gas,PROPN,O
Cor,Cor,PROPN,O
por,##por,PROPN,O
ation,##ation,PROPN,O
has,has,AUX,O
d,d,VERB,O
etermined,##etermined,VERB,O
to,to,PART,O
list,list,VERB,O
the,the,DET,B-geo
Ch,Ch,PROPN,I-geo
aid,##aid,PROPN,I-geo
am,##am,PROPN,I-geo
u,##u,PROPN,I-geo
Bas,Bas,PROPN,I-geo
in,##in,PROPN,I-geo
as,as,ADP,O
a,a,DET,O
major,major,ADJ,O
area,area,NOUN,O
for,for,ADP,O
China,China,PROPN,B-geo
's,'s,PART,O
oil,oil,NOUN,O
gas,gas,NOUN,O
expl,expl,NOUN,O
oration,##oration,NOUN,O
",",",",PUNCT,O
and,and,CCONJ,O
has,has,AUX,O
planned,planned,VERB,O
to,to,PART,O
ach,ach,VERB,O
ieve,##ieve,VERB,O
an,an,DET,O
ann,ann,ADJ,O
ual,##ual,ADJ,O
oil,oil,NOUN,O
gas,gas,NOUN,O
output,output,NOUN,O
of,of,ADP,O
3,3,NUM,O
million,million,NUM,O
tons,tons,NOUN,O
",",",",PUNCT,O
and,and,CCONJ,O
an,an,DET,O
ann,ann,ADJ,O
ual,##ual,ADJ,O
output,output,NOUN,O
reaching,reaching,VERB,O
10,10,NUM,O
million,million,NUM,O
tons,tons,NOUN,O
by,by,ADP,O
the,the,DET,O
year,year,NOUN,O
2005,2005,NUM,O
.,.,PUNCT,O
###,###,SPACE,O
People,People,NOUN,O
in,in,ADP,O
economic,economic,ADJ,O
c,c,NOUN,O
ir,##ir,NOUN,O
cles,##cles,NOUN,O
point,point,VERB,O
ed,##ed,VERB,O
out,out,ADP,O
that,that,SCONJ,O
the,the,DET,O
rich,rich,ADJ,O
oil,oil,NOUN,O
gas,gas,NOUN,O
resources,resources,NOUN,O
in,in,ADP,O
the,the,DET,B-geo
Ch,Ch,PROPN,I-geo
aid,##aid,PROPN,I-geo
am,##am,PROPN,I-geo
u,##u,PROPN,I-geo
Bas,Bas,PROPN,I-geo
in,##in,PROPN,I-geo
would,would,AUX,O
lay,lay,VERB,O
a,a,DET,O
good,good,ADJ,O
material,material,NOUN,O
foundation,foundation,NOUN,O
for,for,ADP,O
sh,sh,VERB,O
ifting,##ifting,VERB,O
China,China,PROPN,B-geo
's,'s,PART,O
energy,energy,NOUN,O
indust,indust,NOUN,O
ry,##ry,NOUN,O
center,center,NOUN,O
to,to,ADP,O
the,the,DET,O
west,west,NOUN,O
.,.,PUNCT,O
###,###,SPACE,O
In,In,ADP,O
China,China,PROPN,B-geo
's,'s,PART,O
south,south,ADJ,O
western,##western,ADJ,O
region,region,NOUN,O
and,and,CCONJ,O
the,the,DET,O
upper,upper,ADJ,O
re,re,NOUN,O
aches,##aches,NOUN,O
of,of,ADP,O
the,the,DET,B-geo
Yang,Yang,PROPN,I-geo
t,##t,PROPN,I-geo
ze,##ze,PROPN,I-geo
River,River,PROPN,I-geo
",",",",PUNCT,O
it,it,PRON,O
is,is,AUX,O
the,the,DET,O
largest,largest,ADJ,O
mun,mun,ADJ,O
icip,##icip,ADJ,O
al,##al,ADJ,O
economic,economic,ADJ,O
center,center,NOUN,O
and,and,CCONJ,O
an,an,DET,O
important,important,ADJ,O
communications,communications,NOUN,O
hub,hub,NOUN,O
.,.,PUNCT,O
###,###,SPACE,O
Its,Its,PRON,O
d,d,NOUN,O
owntown,##owntown,NOUN,O
is,is,AUX,O
sit,sit,VERB,O
uated,##uated,VERB,O
on,on,ADP,O
the,the,DET,O
hill,hill,NOUN,O
sl,sl,NOUN,O
opes,##opes,NOUN,O
of,of,ADP,O
the,the,DET,O
inter,inter,NOUN,O
section,##section,NOUN,O
of,of,ADP,O
the,the,DET,B-geo
Yang,Yang,PROPN,I-geo
t,##t,PROPN,I-geo
ze,##ze,PROPN,I-geo
River,River,PROPN,I-geo
and,and,CCONJ,O
the,the,DET,B-geo
J,J,PROPN,I-geo
ial,##ial,PROPN,I-geo
ing,##ing,PROPN,I-geo
River,River,PROPN,I-geo
.,.,PUNCT,O
###,###,SPACE,O
The,The,DET,O
four,four,NUM,O
express,express,NOUN,O
ways,##ways,NOUN,O
and,and,CCONJ,O
high,high,ADJ,O
-,-,PUNCT,O
grade,grade,NOUN,O
high,high,NOUN,O
ways,##ways,NOUN,O
currently,currently,ADV,O
being,being,AUX,O
con,con,VERB,O
structed,##structed,VERB,O
are,are,AUX,O
all,all,DET,O
important,important,ADJ,O
comp,comp,NOUN,O
onents,##onents,NOUN,O
of,of,ADP,O
the,the,DET,O
Z,Z,PROPN,B-geo
hu,##hu,PROPN,I-geo
jiang,##jiang,PROPN,I-geo
Delta,Delta,PROPN,I-geo
road,road,NOUN,O
network,network,NOUN,O
.,.,PUNCT,O
###,###,SPACE,O
Be,Be,PROPN,B-geo
ih,##ih,PROPN,I-geo
ai,##ai,PROPN,I-geo
Har,Har,PROPN,I-geo
bor,##bor,PROPN,I-geo
's,'s,PART,O
support,support,NOUN,O
fac,fac,NOUN,O
ility,##ility,NOUN,O
const,const,NOUN,O
ruction,##ruction,NOUN,O
project,project,NOUN,O
util,util,VERB,O
ized,##ized,VERB,O
a,a,DET,O
K,K,ADJ,O
orean,##orean,ADJ,O
government,government,NOUN,O
lo,lo,NOUN,O
an,##an,NOUN,O
of,of,ADP,O
10,10,NUM,O
million,million,NUM,O
US,US,PROPN,O
d,d,NOUN,O
oll,##oll,NOUN,O
ars,##ars,NOUN,O
.,.,PUNCT,O
###,###,SPACE,O
Q,Q,PROPN,B-geo
in,##in,PROPN,I-geo
zhou,##zhou,PROPN,I-geo
Har,Har,PROPN,I-geo
bor,##bor,PROPN,I-geo
's,'s,PART,O
support,support,NOUN,O
fac,fac,NOUN,O
ility,##ility,NOUN,O
const,const,NOUN,O
ruction,##ruction,NOUN,O
project,project,NOUN,O
util,util,VERB,O
ized,##ized,VERB,O
a,a,DET,O
H,H,PROPN,B-geo
oll,##oll,PROPN,I-geo
and,##and,PROPN,I-geo
government,government,NOUN,O
lo,lo,NOUN,O
an,##an,NOUN,O
of,of,ADP,O
13,13,NUM,O
million,million,NUM,O
US,US,PROPN,O
d,d,NOUN,O
oll,##oll,NOUN,O
ars,##ars,NOUN,O
.,.,PUNCT,O
###,###,SPACE,O
Amb,Amb,PROPN,O
assador,##assador,PROPN,O
Yang,Yang,PROPN,O
also,also,ADV,O
said,said,VERB,O
that,that,SCONJ,O
",",",",PUNCT,O
at,at,ADP,O
the,the,DET,O
time,time,NOUN,O
of,of,ADP,O
the,the,DET,O
Spring,Spring,PROPN,O
F,F,PROPN,O
estival,##estival,PROPN,O
",",",",PUNCT,O
we,we,PRON,O
miss,miss,VERB,O
our,our,PRON,O
Tai,Tai,PROPN,B-geo
wan,##wan,PROPN,I-geo
comp,comp,NOUN,O
atri,##atri,NOUN,O
ots,##ots,NOUN,O
even,even,ADV,O
more,more,ADV,O
",",",",PUNCT,O
and,and,CCONJ,O
that,that,SCONJ,O
the,the,DET,O
mother,mother,NOUN,O
land,##land,NOUN,O
's,'s,PART,O
un,un,NOUN,O
ification,##ification,NOUN,O
will,will,AUX,O
be,be,VERB,O
a,a,DET,O
great,great,ADJ,O
event,event,NOUN,O
that,that,DET,O
con,con,VERB,O
forms,##forms,VERB,O
to,to,ADP,O
the,the,DET,O
hist,hist,ADJ,O
orical,##orical,ADJ,O
t,t,NOUN,O
rend,##rend,NOUN,O
",",",",PUNCT,O
and,and,CCONJ,O
that,that,SCONJ,O
it,it,PRON,O
is,is,VERB,O
the,the,DET,O
common,common,ADJ,O
w,w,NOUN,O
ish,##ish,NOUN,O
of,of,ADP,O
the,the,DET,O
people,people,NOUN,O
on,on,ADP,O
both,both,DET,O
s,s,NOUN,O
ides,##ides,NOUN,O
of,of,ADP,O
the,the,DET,O
St,St,PROPN,B-geo
raits,##raits,PROPN,I-geo
.,.,PUNCT,O
###,###,SPACE,O
For,For,ADP,O
the,the,DET,O
con,con,NOUN,O
ven,##ven,NOUN,O
ience,##ience,NOUN,O
of,of,ADP,O
the,the,DET,O
me,me,ADJ,O
chan,##chan,ADJ,O
ical,##ical,ADJ,O
cle,cle,NOUN,O
aring,##aring,NOUN,O
work,work,NOUN,O
",",",",PUNCT,O
more,more,ADJ,O
than,than,SCONJ,O
20,20,NUM,O
",","##,",NUM,O
000,##000,NUM,O
college,college,NOUN,O
stud,stud,NOUN,O
ents,##ents,NOUN,O
from,from,ADP,O
22,22,NUM,O
col,col,NOUN,O
leg,##leg,NOUN,O
es,##es,NOUN,O
in,in,ADP,O
capital,capital,NOUN,O
",",",",PUNCT,O
g,g,VERB,O
athered,##athered,VERB,O
at,at,ADP,O
the,the,DET,O
foot,foot,NOUN,O
of,of,ADP,O
W,W,PROPN,B-geo
ans,##ans,PROPN,I-geo
hou,##hou,PROPN,I-geo
Hill,Hill,PROPN,I-geo
and,and,CCONJ,O
w,w,VERB,O
ield,##ield,VERB,O
ed,##ed,VERB,O
pick,pick,NOUN,O
ax,##ax,NOUN,O
es,##es,NOUN,O
cle,cle,VERB,O
aring,##aring,VERB,O
away,away,ADV,O
the,the,DET,O
10,10,NUM,O
cm,cm,NOUN,O
th,th,ADJ,O
ick,##ick,ADJ,O
layer,layer,NOUN,O
of,of,ADP,O
ice,ice,NOUN,O
on,on,ADP,O
the,the,DET,O
lake,lake,NOUN,O
.,.,PUNCT,O
###,###,SPACE,O
W,W,PROPN,B-geo
en,##en,PROPN,I-geo
bu,##bu,PROPN,I-geo
is,is,AUX,O
sit,sit,VERB,O
uated,##uated,VERB,O
on,on,ADP,O
the,the,DET,O
north,north,ADJ,O
western,##western,ADJ,O
side,side,NOUN,O
of,of,ADP,O
the,the,DET,B-geo
T,T,PROPN,I-geo
ib,##ib,PROPN,I-geo
et,##et,PROPN,I-geo
an,##an,PROPN,I-geo
plate,plate,NOUN,I-geo
au,##au,NOUN,I-geo
",",",",PUNCT,O
and,and,CCONJ,O
the,the,DET,O
average,average,ADJ,O
height,height,NOUN,O
above,above,ADP,O
sea,sea,NOUN,O
level,level,NOUN,O
is,is,VERB,O
close,close,ADJ,O
to,to,ADP,O
5000,5000,NUM,O
met,met,NOUN,O
ers,##ers,NOUN,O
.,.,PUNCT,O
###,###,SPACE,O
At,At,ADP,O
3,3,NUM,O
",","##,",NUM,O
776,##776,NUM,O
met,met,NOUN,O
ers,##ers,NOUN,O
above,above,ADP,O
sea,sea,NOUN,O
level,level,NOUN,O
",",",",PUNCT,O
Mount,Mount,PROPN,B-geo
Fu,Fu,PROPN,I-geo
ji,##ji,PROPN,I-geo
does,does,AUX,O
n,n,PART,O
't,##'t,PART,O
even,even,ADV,O
reach,reach,VERB,O
one,one,NUM,O
half,half,NOUN,O
way,way,NOUN,O
up,up,ADP,O
Mount,Mount,PROPN,B-geo
Q,Q,PROPN,I-geo
om,##om,PROPN,I-geo
ol,##ol,PROPN,I-geo
ang,##ang,PROPN,I-geo
ma,##ma,PROPN,I-geo
",",",",PUNCT,O
but,but,CCONJ,O
in,in,ADP,O
this,this,DET,O
arch,arch,NOUN,O
ipel,##ipel,NOUN,O
ago,##ago,NOUN,O
on,on,ADP,O
the,the,DET,O
western,western,ADJ,O
rim,rim,NOUN,O
of,of,ADP,O
the,the,DET,B-geo
Pacific,Pacific,PROPN,I-geo
Ocean,Ocean,PROPN,I-geo
",",",",PUNCT,O
she,she,PRON,O
is,is,VERB,O
still,still,ADV,O
the,the,DET,O
great,great,ADJ,O
est,##est,ADJ,O
of,of,ADP,O
1,1,NUM,O
",","##,",NUM,O
000,##000,NUM,O
pe,pe,NOUN,O
aks,##aks,NOUN,O
and,and,CCONJ,O
a,a,DET,O
master,master,NOUN,O
piece,##piece,NOUN,O
of,of,ADP,O
nature,nature,NOUN,O
.,.,PUNCT,O
###,###,SPACE,O
Everyone,Everyone,PRON,O
hur,hur,ADV,O
ried,##ried,ADV,O
ly,##ly,ADV,O
cast,cast,VERB,O
as,as,ADP,O
ide,##ide,ADP,O
c,c,NOUN,O
ups,##ups,NOUN,O
and,and,CCONJ,O
plates,plates,NOUN,O
",",",",PUNCT,O
then,then,ADV,O
without,without,ADP,O
leave,leave,NOUN,O
went,went,VERB,O
near,near,ADV,O
by,##by,ADV,O
and,and,CCONJ,O
view,view,VERB,O
ed,##ed,VERB,O
and,and,CCONJ,O
en,en,VERB,O
joy,##joy,VERB,O
ed,##ed,VERB,O
the,the,DET,O
famous,famous,ADJ,O
first,first,ADJ,O
of,of,ADP,O
"""","""",PUNCT,O
Fu,Fu,PROPN,B-geo
ji,##ji,PROPN,I-geo
's,'s,PART,O
Five,Five,PROPN,O
L,L,PROPN,O
akes,##akes,PROPN,O
",",",",PUNCT,O
"""","""",PUNCT,O
Lake,Lake,PROPN,B-geo
K,K,PROPN,I-geo
aw,##aw,PROPN,I-geo
ag,##ag,PROPN,I-geo
uchi,##uchi,PROPN,I-geo
",",",",PUNCT,O
and,and,CCONJ,O
the,the,DET,O
en,en,ADJ,O
chant,##chant,ADJ,O
ing,##ing,ADJ,O
s,s,NOUN,O
ights,##ights,NOUN,O
of,of,ADP,O
its,its,PRON,O
sur,sur,NOUN,O
round,##round,NOUN,O
ings,##ings,NOUN,O
.,.,PUNCT,O
###,###,SPACE,O
At,At,ADP,O
this,this,DET,O
time,time,NOUN,O
the,the,DET,O
weather,weather,NOUN,O
got,got,VERB,O
over,over,ADJ,O
cast,##cast,ADJ,O
and,and,CCONJ,O
the,the,DET,O
water,water,NOUN,O
of,of,ADP,O
the,the,DET,O
lake,lake,NOUN,O
was,was,VERB,O
still,still,ADV,O
like,like,ADP,O
a,a,DET,O
mir,mir,NOUN,O
ror,##ror,NOUN,O
",",",",PUNCT,O
ca,ca,VERB,O
using,##using,VERB,O
people,people,NOUN,O
to,to,PART,O
think,think,VERB,O
of,of,ADP,O
our,our,PRON,O
country,country,NOUN,O
's,'s,PART,O
J,J,PROPN,B-geo
i,##i,PROPN,I-geo
uz,##uz,PROPN,I-geo
ha,##ha,PROPN,I-geo
ig,##ig,PROPN,I-geo
ou,##ou,PROPN,I-geo
's,'s,PART,O
Mir,Mir,PROPN,B-geo
ror,##ror,PROPN,I-geo
Lake,Lake,PROPN,I-geo
",",",",PUNCT,O
and,and,CCONJ,O
with,with,ADP,O
the,the,DET,O
result,result,NOUN,O
that,that,SCONJ,O
it,it,PRON,O
had,had,VERB,O
a,a,DET,O
kind,kind,NOUN,O
of,of,ADP,O
special,special,ADJ,O
",",",",PUNCT,O
my,my,ADJ,O
ster,##ster,ADJ,O
ious,##ious,ADJ,O
fl,fl,NOUN,O
avor,##avor,NOUN,O
.,.,PUNCT,O
###,###,SPACE,O
The,The,DET,O
vol,vol,NOUN,O
cano,##cano,NOUN,O
lake,lake,NOUN,O
",",",",PUNCT,O
seven,seven,NUM,O
kil,kil,NOUN,O
ometers,##ometers,NOUN,O
in,in,ADP,O
circ,circ,NOUN,O
um,##um,NOUN,O
ference,##ference,NOUN,O
",",",",PUNCT,O
below,below,ADP,O
not,not,PART,O
far,far,ADV,O
away,away,ADV,O
---,---,PUNCT,O
R,R,PROPN,B-geo
eed,##eed,PROPN,I-geo
Lake,Lake,PROPN,I-geo
",",",",PUNCT,O
forms,forms,VERB,O
a,a,DET,O
spl,spl,ADJ,O
end,##end,ADJ,O
orous,##orous,ADJ,O
cont,cont,NOUN,O
rast,##rast,NOUN,O
with,with,ADP,O
it,it,PRON,O
.,.,PUNCT,O
###,###,SPACE,O
Pres,Pres,NOUN,O
idents,##idents,NOUN,O
of,of,ADP,O
3,3,NUM,O
Balt,Balt,PROPN,B-geo
ic,##ic,PROPN,I-geo
Sea,Sea,PROPN,I-geo
count,count,NOUN,O
ries,##ries,NOUN,O
issued,issued,VERB,O
a,a,DET,O
j,j,ADJ,O
oint,##oint,ADJ,O
statement,statement,NOUN,O
on,on,ADP,O
August,August,PROPN,O
31,31,NOUN,O
st,##st,NOUN,O
",",",",PUNCT,O
point,point,VERB,O
ing,##ing,VERB,O
out,out,ADP,O
that,that,SCONJ,O
Russia,Russia,PROPN,B-geo
's,'s,PART,O
with,with,NOUN,O
draw,##draw,NOUN,O
al,##al,NOUN,O
of,of,ADP,O
tro,tro,NOUN,O
ops,##ops,NOUN,O
from,from,ADP,O
the,the,DET,O
3,3,NUM,O
Balt,Balt,PROPN,B-geo
ic,##ic,PROPN,I-geo
Sea,Sea,PROPN,I-geo
count,count,NOUN,O
ries,##ries,NOUN,O
would,would,AUX,O
"""","""",PUNCT,O
stre,stre,VERB,O
ng,##ng,VERB,O
then,##then,VERB,O
European,European,ADJ,O
security,security,NOUN,O
"""","""",PUNCT,O
.,.,PUNCT,O
###,###,SPACE,O
The,The,DET,O
statement,statement,NOUN,O
em,em,VERB,O
phas,##phas,VERB,O
ized,##ized,VERB,O
that,that,SCONJ,O
Russia,Russia,PROPN,B-geo
's,'s,PART,O
com,com,VERB,O
pleting,##pleting,VERB,O
its,its,PRON,O
tro,tro,NOUN,O
op,##op,NOUN,O
with,with,NOUN,O
draw,##draw,NOUN,O
al,##al,NOUN,O
should,should,AUX,O
prom,prom,VERB,O
ote,##ote,VERB,O
the,the,DET,O
development,development,NOUN,O
of,of,ADP,O
relations,relations,NOUN,O
between,between,ADP,O
Russian,Russian,ADJ,O
and,and,CCONJ,O
Balt,Balt,PROPN,B-geo
ic,##ic,PROPN,I-geo
Sea,Sea,PROPN,I-geo
count,count,NOUN,O
ries,##ries,NOUN,O
.,.,PUNCT,O
###,###,SPACE,O
This,This,DET,O
j,j,ADJ,O
oint,##oint,ADJ,O
statement,statement,NOUN,O
was,was,AUX,O
issued,issued,VERB,O
on,on,ADP,O
the,the,DET,O
occ,occ,NOUN,O
asion,##asion,NOUN,O
of,of,ADP,O
Russia,Russia,PROPN,B-geo
ent,ent,ADV,O
ire,##ire,ADV,O
ly,##ly,ADV,O
com,com,VERB,O
pleting,##pleting,VERB,O
its,its,PRON,O
tro,tro,NOUN,O
op,##op,NOUN,O
with,with,NOUN,O
draw,##draw,NOUN,O
al,##al,NOUN,O
from,from,ADP,O
the,the,DET,O
three,three,NUM,O
Balt,Balt,PROPN,B-geo
ic,##ic,PROPN,I-geo
Sea,Sea,PROPN,I-geo
count,count,NOUN,O
ries,##ries,NOUN,O
.,.,PUNCT,O
###,###,SPACE,O
In,In,ADP,O
an,an,DET,O
inter,inter,NOUN,O
view,##view,NOUN,O
with,with,ADP,O
International,International,PROPN,O
Cor,Cor,PROPN,O
respond,##respond,PROPN,O
ence,##ence,PROPN,O
Commun,Commun,PROPN,O
ication,##ication,PROPN,O
News,News,PROPN,O
A,A,PROPN,O
gency,##gency,PROPN,O
on,on,ADP,O
the,the,DET,O
31,31,NOUN,O
st,##st,NOUN,O
",",",",PUNCT,O
K,K,PROPN,O
le,##le,PROPN,O
lov,##lov,PROPN,O
",",",",PUNCT,O
vice,vice,NOUN,O
-,-,NOUN,O
min,min,NOUN,O
ister,##ister,NOUN,O
of,of,ADP,O
Russia,Russia,PROPN,B-geo
's,'s,PART,O
Foreign,Foreign,PROPN,O
Aff,Aff,PROPN,O
airs,##airs,PROPN,O
",",",",PUNCT,O
point,point,VERB,O
ed,##ed,VERB,O
out,out,ADP,O
that,that,SCONJ,O
",",",",PUNCT,O
although,although,SCONJ,O
Russia,Russia,PROPN,B-geo
has,has,AUX,O
with,with,VERB,O
drawn,##drawn,VERB,O
its,its,PRON,O
tro,tro,NOUN,O
ops,##ops,NOUN,O
from,from,ADP,O
the,the,DET,O
Balt,Balt,PROPN,B-geo
ic,##ic,PROPN,I-geo
Sea,Sea,PROPN,I-geo
count,count,NOUN,O
ries,##ries,NOUN,O
",",",",PUNCT,O
if,if,SCONJ,O
the,the,DET,B-geo
Balt,Balt,PROPN,I-geo
ic,##ic,PROPN,I-geo
Sea,Sea,PROPN,I-geo
count,count,NOUN,O
ries,##ries,NOUN,O
inf,inf,VERB,O
ringe,##ringe,VERB,O
upon,upon,SCONJ,O
the,the,DET,O
rights,rights,NOUN,O
of,of,ADP,O
local,local,ADJ,O
Russian,Russian,PROPN,O
-,-,PUNCT,O
speaking,speaking,VERB,O
res,res,NOUN,O
idents,##idents,NOUN,O
",",",",PUNCT,O
the,the,DET,O
Russian,Russian,ADJ,O
government,government,NOUN,O
still,still,ADV,O
has,has,VERB,O
measures,measures,NOUN,O
for,for,ADP,O
ex,ex,VERB,O
ert,##ert,VERB,O
ing,##ing,VERB,O
inf,inf,NOUN,O
luence,##luence,NOUN,O
over,over,ADP,O
these,these,DET,O
count,count,NOUN,O
ries,##ries,NOUN,O
",",",",PUNCT,O
which,which,DET,O
include,include,VERB,O
political,political,ADJ,O
",",",",PUNCT,O
econom,econom,ADJ,O
ical,##ical,ADJ,O
and,and,CCONJ,O
human,human,ADJ,O
itarian,##itarian,ADJ,O
measures,measures,NOUN,O
.,.,PUNCT,O
###,###,SPACE,O
This,This,DET,O
re,re,NOUN,O
porter,##porter,NOUN,O
has,has,AUX,O
lear,lear,VERB,O
nt,##nt,VERB,O
from,from,ADP,O
the,the,DET,O
Arch,Arch,PROPN,O
ae,##ae,PROPN,O
ological,##ological,PROPN,O
Inst,Inst,PROPN,O
itute,##itute,PROPN,O
of,of,ADP,O
C,C,PROPN,O
ultural,##ultural,PROPN,O
Rel,Rel,PROPN,O
ics,##ics,PROPN,O
that,that,SCONJ,O
at,at,ADP,O
the,the,DET,O
begin,begin,NOUN,O
ning,##ning,NOUN,O
of,of,ADP,O
April,April,PROPN,O
of,of,ADP,O
this,this,DET,O
year,year,NOUN,O
",",",",PUNCT,O
related,related,ADJ,O
exper,exper,NOUN,O
ts,##ts,NOUN,O
disc,disc,VERB,O
overed,##overed,VERB,O
sever,sever,ADJ,O
al,##al,ADJ,O
h,h,NUM,O
undred,##undred,NUM,O
d,d,NOUN,O
inosaur,##inosaur,NOUN,O
bone,bone,NOUN,O
f,f,NOUN,O
oss,##oss,NOUN,O
ils,##ils,NOUN,O
",",",",PUNCT,O
including,including,VERB,O
rib,rib,NOUN,O
s,##s,NOUN,O
",",",",PUNCT,O
phal,phal,NOUN,O
anges,##anges,NOUN,O
",",",",PUNCT,O
etc,etc,X,O
.,##.,X,O
",",",",PUNCT,O
between,between,ADP,O
two,two,NUM,O
river,river,NOUN,O
g,g,NOUN,O
ravel,##ravel,NOUN,O
l,l,NOUN,O
ayers,##ayers,NOUN,O
at,at,ADP,O
such,such,ADJ,O
places,places,NOUN,O
as,as,ADP,O
H,H,PROPN,B-geo
ut,##ut,PROPN,I-geo
ou,##ou,PROPN,I-geo
Hill,Hill,PROPN,I-geo
",",",",PUNCT,O
Yang,Yang,PROPN,B-geo
che,##che,PROPN,I-geo
ng,##ng,PROPN,I-geo
Town,Town,PROPN,I-geo
